Genes	GO.ID_MF	Term_MF	Annotated_MF	Significant_MF	Expected_MF	Rank in classicFisher_MF	classicFisher_MF	elimFisher_MF	weight01Fisher_MF	parentchildFisher_MF	weightFisher_MF	leaFisher_MF
gbgene3467	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene3583	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene3916	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene3921	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene4246	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene4349	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene4712	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene4995	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene5070	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene5074	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene5076	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene5077	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene5205	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene5207	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene5708	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene5714	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene5717	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene5754	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene5757	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene5758	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene6353	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene6744	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene7377	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene7383	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene8215	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene8521	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene8792	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene9359	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene9399	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene9508	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene9509	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene9510	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene9512	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene9513	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene9622	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE000505-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE002071-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE002072-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE002801-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE003286-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE004453-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE004965-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE005603-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE006795-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE007167-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE008606-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE008607-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE008608-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE008610-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE010512-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE017915-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE017916-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE017917-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE017918-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbman.GBUE019891-PA.1	GO:0008061	chitin binding	106	11	0.68	5	4.9e-11	4.9e-11	4.9e-11	1.1e-11	4.9e-11	4.9e-11
gbgene10115	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene10118	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene10119	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene10121	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene10122	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene10137	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene10272	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene10406	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene10599	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene10615	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene10632	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene10723	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene10733	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene1085	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene11012	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene11103	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene11546	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene11758	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene1194	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene12201	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene1224	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene12267	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene12506	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene12515	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene12756	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene12775	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene12778	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene13185	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene1319	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene1321	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene1322	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene1323	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene13283	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene13536	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene13541	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene13757	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene13758	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene13932	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene13971	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene14042	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene14113	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene14253	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene14338	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene14515	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene1454	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene14552	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene14607	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene14608	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene14609	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene14726	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene14730	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene14769	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene14770	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene15034	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene15037	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene154	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene15777	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene15803	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene16014	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene1604	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene16213	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene16280	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene16327	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene16358	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene16488	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene16532	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene16634	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene16826	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene17068	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene17373	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene17507	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene17523	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene17545	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene17546	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene17797	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene17993	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene18021	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene18203	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene18584	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene18600	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene18788	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene18902	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene19211	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene19351	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene19414	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene19577	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene19638	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene19787	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene19788	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene19862	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene2064	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene2065	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene2066	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene2635	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene2637	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene2648	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene2649	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene2791	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene2939	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene3868	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene3869	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene3954	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene435	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene436	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene4663	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene4891	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene4892	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene4893	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene4927	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene504	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene5116	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene5121	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene5138	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene5174	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene5201	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene5202	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene5490	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene5581	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene5851	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene5958	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene5973	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene6228	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene6261	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene6262	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene6364	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene6394	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene6650	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene6666	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene6685	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene6761	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene6770	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene6771	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene6970	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene7125	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene7644	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene7770	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene7797	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene8062	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene8162	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene8708	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene874	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene9106	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene9261	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene9282	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene9283	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene9313	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene9314	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene9395	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene9611	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene9678	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene9994	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene9996	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene9998	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene9999	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbman.GBUE020490-PA.1	GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229
gbgene13283	GO:0008241	peptidyl-dipeptidase activity	9	1	0.06	10	0.056	0.056	0.056	0.1590	0.056	0.056
gbgene19414	GO:0008241	peptidyl-dipeptidase activity	9	1	0.06	10	0.056	0.056	0.056	0.1590	0.056	0.056
gbgene6261	GO:0008241	peptidyl-dipeptidase activity	9	1	0.06	10	0.056	0.056	0.056	0.1590	0.056	0.056
gbgene6262	GO:0008241	peptidyl-dipeptidase activity	9	1	0.06	10	0.056	0.056	0.056	0.1590	0.056	0.056
gbgene9313	GO:0008241	peptidyl-dipeptidase activity	9	1	0.06	10	0.056	0.056	0.056	0.1590	0.056	0.056
gbgene9314	GO:0008241	peptidyl-dipeptidase activity	9	1	0.06	10	0.056	0.056	0.056	0.1590	0.056	0.056
gbgene9996	GO:0008241	peptidyl-dipeptidase activity	9	1	0.06	10	0.056	0.056	0.056	0.1590	0.056	0.056
gbgene9998	GO:0008241	peptidyl-dipeptidase activity	9	1	0.06	10	0.056	0.056	0.056	0.1590	0.056	0.056
gbgene9999	GO:0008241	peptidyl-dipeptidase activity	9	1	0.06	10	0.056	0.056	0.056	0.1590	0.056	0.056
