Genes	GO.ID_BP	Term_BP	Annotated_BP	Significant_BP	Expected_BP	Rank in classicFisher_BP	classicFisher_BP	elimFisher_BP	weight01Fisher_BP	parentchildFisher_BP	weightFisher_BP	leaFisher_BP
gbgene2296	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene2297	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene2482	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene2548	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene2550	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene312	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene3365	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene3491	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene3647	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene3925	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene4041	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene4310	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene4333	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene4555	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene4712	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene4739	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene4776	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene4779	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene4781	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene5070	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene5074	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene5076	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene5077	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene5155	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene5605	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene5644	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene5754	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene5757	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene5758	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene5861	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene5917	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene6115	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene615	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene6402	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene6545	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene6698	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene738	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene7473	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene7474	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene7607	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene814	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene8215	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene8521	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene8526	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene9014	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene9154	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene9155	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene9312	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene9314	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene9359	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene9508	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene9509	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene9510	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene9512	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene9513	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbgene9821	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000609-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000612-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000613-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000614-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000615-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000616-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000617-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000618-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000824-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000825-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000826-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000838-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000885-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000886-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000887-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000889-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000890-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000891-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000892-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000893-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000894-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000895-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000896-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000897-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE000957-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE001185-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE001467-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE001802-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE001804-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE001944-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE002085-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE002132-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE002393-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE002394-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE003508-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE003510-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE003726-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE003969-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE004094-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE004236-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE004453-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE004915-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE005603-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE005751-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE005752-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE005903-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE006394-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE006625-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE006892-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE006895-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE006896-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE006897-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE006898-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE006899-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE006900-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE006901-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE006904-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE006964-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE007015-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE007157-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE007184-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE007232-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE007376-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE007482-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE007948-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008531-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008532-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008533-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008534-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008535-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008536-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008537-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008538-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008539-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008540-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008543-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008544-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008545-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008546-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008606-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008608-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008610-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE008953-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE009314-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE009315-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE009444-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE009686-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE009687-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE009688-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE009755-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE009757-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE009870-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE009872-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE011199-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE011215-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE011216-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE011542-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE011554-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE011838-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE011839-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE011987-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE012454-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE012636-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE013023-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE013024-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE013026-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE013027-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE013028-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE013030-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE013144-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE013212-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE013715-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE013967-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE014196-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE014232-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE014859-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE015041-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE015406-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE015407-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE015549-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE015719-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE015859-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
gbman.GBUE015881-PA.1	GO:0040003	chitin-based cuticle development	294	37	1.83	1	<1e-30	<1e-30	< 1e-30	0.0039	<1e-30	<1e-30
