Genes	GO.ID_CC	Term_CC	Annotated_CC	Significant_CC	Expected_CC	Rank in classicFisher_CC	classicFisher_CC	elimFisher_CC	weight01Fisher_CC	parentchildFisher_CC	weightFisher_CC	leaFisher_CC
gbgene2301	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2387	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2396	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2412	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2501	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2521	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2545	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2597	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2631	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2699	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2707	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2744	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2745	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2811	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2815	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2861	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2862	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2887	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2889	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene2899	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3024	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3026	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3085	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3219	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3249	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3260	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3261	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3337	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3357	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3441	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3464	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3465	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3490	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3497	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3500	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene351	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3544	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3577	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3639	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3664	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3665	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3692	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3716	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3760	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3761	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3779	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3780	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3782	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3783	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3835	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3838	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene3866	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4047	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4289	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4290	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4304	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4314	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4330	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4342	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4348	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4386	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4387	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4402	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4489	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene458	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4586	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4597	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4607	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4612	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4628	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4666	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4797	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4798	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4864	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene4865	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene504	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5065	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5140	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5142	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5151	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5152	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5153	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5155	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene516	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5184	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5186	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5408	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5427	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5450	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene553	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5571	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5582	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5607	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5617	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5640	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5684	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5725	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5787	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5832	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5868	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5877	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5879	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5930	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5970	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5978	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5979	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5980	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene5981	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6077	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene609	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6101	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6125	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6126	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6170	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6182	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6220	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6265	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6270	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6272	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6275	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6357	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6402	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6445	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6470	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6472	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6479	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6495	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene655	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6593	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene661	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6691	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6775	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene685	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6911	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6912	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6941	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6974	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene6975	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7034	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7055	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene714	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7179	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7213	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7220	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene728	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7300	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7301	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene738	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7382	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7398	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7468	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7518	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7520	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7539	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7540	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7542	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7664	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7667	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene769	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7756	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7862	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7929	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7930	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7968	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7976	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene7992	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8062	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8070	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8082	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8084	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene81	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene811	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8139	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene82	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8254	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8263	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8297	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8304	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8306	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8315	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8323	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8355	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8419	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8421	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8471	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8506	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8546	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8559	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8566	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8574	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8620	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8628	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8696	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8701	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8712	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8739	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8810	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene883	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8879	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8889	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8933	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8964	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene8976	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene9003	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene901	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene9011	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene9046	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene9057	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene9099	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
gbgene9105	GO:0031410	cytoplasmic vesicle	530	1	3.3	51	0.9667	0.9667	0.9667	0.5029	0.9667	0.9667
