Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GO_ID_BP	Term_BP	Annotated_BP	Significant_BP	Expected_BP	Rank_in_classicFisher_BP	classicFisher_BP	elimFisher_BP	weight01Fisher_BP	parentchildFisher_BP	weightFisher_BP	leaFisher_BP	GO_ID_CC	Term_CC	Annotated_CC	Significant_CC	Expected_CC	Rank_in_classicFisher_CC	classicFisher_CC	elimFisher_CC	weight01Fisher_CC	parentchildFisher_CC	weightFisher_CC	leaFisher_CC	GO_ID_MF	Term_MF	Annotated_MF	Significant_MF	Expected_MF	Rank_in_classicFisher_MF	classicFisher_MF	elimFisher_MF	weight01Fisher_MF	parentchildFisher_MF	weightFisher_MF	leaFisher_MF
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene9382	2749.07602693586	-3.85230245931133	0.957323952738901	-6.40219283921317	1.53161044291128e-10	2.00457174768228e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene16793	1293.94658519935	-5.22291642853362	0.875788208719579	-6.36504529896628	1.95232108280741e-10	2.55519783317834e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene15534	2424.17782811327	-3.72819287717359	0.959724169342554	-6.3230694773894	2.56417937346969e-10	3.35599796399713e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene17833	39734.8034248527	-4.19895280882022	0.948243013407887	-6.32079425465191	2.60222304220056e-10	3.4057895176321e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene13284	119968.8924192	-4.22159171222972	0.947522323633039	-6.3125176535968	2.74532133659572e-10	3.59307656533648e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene8288	3174.0277726001	2.84057164096348	0.451207187517154	6.29555114827512	3.06309534237972e-10	4.00897918410658e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene8288	3174.0277726001	2.84057164096348	0.451207187517154	6.29555114827512	3.06309534237972e-10	4.00897918410658e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene5761	4995.89374793627	-3.90750332803148	0.955792488027389	-6.29461580894738	3.08162137822842e-10	4.03322605982535e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7681	13332.0874457599	-3.14693830862232	0.96737282290769	-6.23674154202565	4.4677924092422e-10	5.84744670521619e-06	GO:0070268	cornification	10	6	0.03	3	2e-13	2e-13	2e-13	2.2e-11	2e-13	2e-13	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene18912	98627.3561671172	-4.88501001739405	0.91499535076574	-6.23098506160504	4.63511309898053e-10	6.06643602394572e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0031012	extracellular matrix	193	6	0.87	7	0.00021	0.00021	0.00097	0.76072	1	0.00021	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene19283	4220.45200805232	3.7382067264791	0.604096381747217	6.19285344986196	5.90846606361887e-10	7.73300038406437e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene15749	29425.4337340135	-4.63680144870826	0.930048106197058	-6.17377547652639	6.66782132053383e-10	8.72684454431468e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0031012	extracellular matrix	193	6	0.87	7	0.00021	0.00021	0.00097	0.76072	1	0.00021	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene1837	31528.8638141986	-4.8113423650659	0.791961050626086	-6.17366021178087	6.67268667671883e-10	8.73321232248961e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7689	1179.48348089001	4.45988177164742	0.726758586418415	6.16484981798553	7.05500663846316e-10	9.23359268842059e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene14858	18717.9117518544	-4.218305186055	0.946798874061112	-6.15012020356113	7.74242459527917e-10	1.01332853103014e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7125	185701.914354944	-4.0227707408618	0.952410732233955	-6.14516093516938	7.98824795417843e-10	1.04550189224287e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene11967	2659.73190106027	-5.04530720246753	0.875716833474217	-6.14185403715439	8.15637918278184e-10	1.06750690744249e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene15506	1878.30193492481	-4.45047396502969	0.938793287921747	-6.10712990079452	1.01438677860549e-09	1.32762941583887e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene11360	40568.961247838	-4.37472293562128	0.940705760163849	-6.08334599643723	1.17699969750515e-09	1.54045720409474e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0031012	extracellular matrix	193	6	0.87	7	0.00021	0.00021	0.00097	0.76072	1	0.00021	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene10081	1742.01712208312	-3.74893584499951	0.618066607732829	-6.07013850820277	1.27799978181397e-09	1.67264611443812e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene9996	9553.31848820388	2.28906603812778	0.379460821348796	6.03242862699151	1.61513686286405e-09	2.11389112611647e-05	GO:0007289	spermatid nucleus differentiation	12	1	0.04	152	0.0399	0.0399	0.0399	0.0228	0.0399	0.0399	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0008241	peptidyl-dipeptidase activity	9	1	0.05	19	0.04599	0.04599	0.04599	0.0776	0.04599	0.04599
gbgene9996	9553.31848820388	2.28906603812778	0.379460821348796	6.03242862699151	1.61513686286405e-09	2.11389112611647e-05	GO:0007289	spermatid nucleus differentiation	12	1	0.04	152	0.0399	0.0399	0.0399	0.0228	0.0399	0.0399	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	GO:0008241	peptidyl-dipeptidase activity	9	1	0.05	19	0.04599	0.04599	0.04599	0.0776	0.04599	0.04599
gbgene9996	9553.31848820388	2.28906603812778	0.379460821348796	6.03242862699151	1.61513686286405e-09	2.11389112611647e-05	GO:0009608	response to symbiont	9	1	0.03	129	0.03007	0.03007	0.03007	0.019	0.03007	0.03007	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0008241	peptidyl-dipeptidase activity	9	1	0.05	19	0.04599	0.04599	0.04599	0.0776	0.04599	0.04599
gbgene9996	9553.31848820388	2.28906603812778	0.379460821348796	6.03242862699151	1.61513686286405e-09	2.11389112611647e-05	GO:0009608	response to symbiont	9	1	0.03	129	0.03007	0.03007	0.03007	0.019	0.03007	0.03007	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	GO:0008241	peptidyl-dipeptidase activity	9	1	0.05	19	0.04599	0.04599	0.04599	0.0776	0.04599	0.04599
gbgene2941	63162.313282269	-4.32459109582473	0.941734759018913	-5.99309641616871	2.05882701561695e-09	2.69459279803946e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0031012	extracellular matrix	193	6	0.87	7	0.00021	0.00021	0.00097	0.76072	1	0.00021	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene15166	96.4039201725549	-2.63553686549448	0.441493324288086	-5.95564787447586	2.59043547924014e-09	3.39036195522949e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene15505	2824.71998914404	-3.83996522903219	0.956571586424253	-5.94872050738279	2.70246638912642e-09	3.53698801008866e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene16792	396.955063236124	-4.78952905461458	0.922122497301105	-5.93594318454737	2.92160970727337e-09	3.82380278487938e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene4699	34433.1541487789	-4.18360077537152	0.946275537748826	-5.91568819374636	3.30490780706674e-09	4.32546333788894e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene312	23633.8820548739	4.11341565255192	0.697959774201407	5.91420585971238	3.33480594873657e-09	4.36459402570642e-05	GO:0006032	chitin catabolic process	35	2	0.12	61	0.00617	0.00617	0.00617	0.4007	0.00617	0.00617	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0004568	chitinase activity	24	1	0.13	31	0.11807	0.11807	0.11807	0.2069	0.11807	0.11807
